id,anchor,target,context,score
b6bebf0ca23bc55a,shift link,two joint interlocking link,A47,0.5
3d618d69cd2ae15b,show in chemical formula,above chemical formula,C07,0.5
0e1fd1f1b5d168a4,show in chemical formula,following chemical formula,C07,0.5
85786a787695fd5b,show in chemical formula,represent by chemical formula,C07,0.75
e49a8d1e4ac02182,show in chemical formula,atomic symbols,C09,0.25
02738bf93cff4684,show in chemical formula,chemical formula,C09,0.5
ab601adff09b88e1,show in chemical formula,chemical structure,C09,0.25
60a7b7ff1b2551bf,show in chemical formula,depict figure,C09,0
1fcf7117f2c1dc99,show in chemical formula,depict in chemical formula,C09,0.75
3ae6cb18290b5a4d,show in chemical formula,depict picture,C09,0
aec20db5d8d7eb13,show in chemical formula,depict scheme,C09,0
98b7836dd9556ff7,show in chemical formula,expressions of composition,C09,0.25
065a73d41935eb63,show in chemical formula,follow chemical formula,C09,0.75
0556252a788dd373,show in chemical formula,formula one racing,C09,0
e7fc71a55b4ea9e5,show in chemical formula,molecular structure,C09,0.25
12b6186098fc8917,show in chemical formula,present in chemical formula,C09,0.5
222a3d23b13654f7,show in chemical formula,show chemical structure,C09,0.75
ecff728034938370,show in chemical formula,show flag,C09,0
4b46ea9824a8f3c3,show in chemical formula,show in chemical symbol,C09,0.75
cab80a64e9d71add,show in chemical formula,show in molecular formula,C09,0.75
e7846523b83a91de,show in chemical formula,show off,C09,0
f7633b918c8a489a,show in chemical formula,structure of chemical compounds,C09,0.25
175fa16cf457e871,show in chemical formula,within the chemical formula,C09,0.5
cc1615cf33d62204,show in chemical formula,above chemical formula,H01,0.5
ff8e104d0ba14a97,show in chemical formula,carbon bond,H01,0.25
b212405dc108fb90,show in chemical formula,chemical structure formula,H01,0.5
4eb2cba2852218b6,show in chemical formula,describe compound chemically,H01,0.5
8924ec1aebdfeee6,show in chemical formula,follow chemical formula,H01,0.5
d0d7cc9f0cba1e7b,show in chemical formula,following chemical formula,H01,0.5
cac1af9aedfb55e2,show in chemical formula,maths equation,H01,0
10f57962bcb1a4ca,show in chemical formula,molecular,H01,0.25
f15cb43de6c1c337,show in chemical formula,present in chemical formula,H01,0.75
61d813e6ebd46406,show in chemical formula,reaction,H01,0.25
b289ce7b049a63f9,show in chemical formula,recursive formula,H01,0
932a1e3cbe5eafb7,show in chemical formula,represent by chemical formula,H01,0.75
3cd8dcf60f012a43,show in chemical formula,represent by symbol,H01,0
7511c2ee63cc795d,show in chemical formula,represent in chemical formulae,H01,0.75
d90a61df8957bde3,show in chemical formula,show chemical structure,H01,0.75
9bde1062a7ea9f4f,show in chemical formula,show in chemical structural formula,H01,0.75
c9448b5ae5b999c3,show in chemical formula,show in map,H01,0
4909e61c21d1e5d0,show in chemical formula,show in molecular formula,H01,0.5
3e1232ef52b4d91f,show in chemical formula,show plants,H01,0
b6f364afd11893af,show in chemical formula,showing into the chemical structure,H01,0.5
79f2cedfaa970a78,show in chemical formula,specific molecule,H01,0.25
50ddf3e20f0e7817,show in chemical formula,volume formula,H01,0
fb924bac37593f3a,shunt reactor,compensation inductance,G01,0.5
7ead3ebb9ea27654,shunt reactor,compensation winding,G01,0.5
b63052d80ca8482f,shunt reactor,controlled shunt reactor,G01,0.75
f20e9217e5e1b657,shunt reactor,current limiting reactor,G01,0.5
deb7f91464e073d4,shunt reactor,dry type air reactor,G01,0.5
39324cacdbb2f8ef,shunt reactor,electric machine,G01,0.5
2ac3fe8df3c6d4ee,shunt reactor,electric motor,G01,0.25
ad664035ad585701,shunt reactor,electrical machine,G01,0.5
a436ac1e952a787d,shunt reactor,electrical motor,G01,0.5
4a473ceb33bb310d,shunt reactor,electrical system,G01,0.25
681cbb552623fd5e,shunt reactor,equivalent induction voltage,G01,0.5
7dfeacac36133d66,shunt reactor,induction machine,G01,0.5
5c07f07de8d92c73,shunt reactor,induction motor,G01,0.5
b331201de6b779d6,shunt reactor,inductor,G01,0.5
99cfe685d76faf57,shunt reactor,intermediate transformer,G01,0.5
df24643144eaa21f,shunt reactor,load,G01,0.25
109e17aa2b2b8cbb,shunt reactor,load inductance,G01,0.5
3a0dcc0f37f7a3ba,shunt reactor,load winding,G01,0.5
6b5068aa5685f529,shunt reactor,low resistance path,G01,0.25
6342dc24f3a85683,shunt reactor,motor,G01,0.25
70562ecf0900ff3f,shunt reactor,power machine,G01,0.5
7a5e7c27ace89df7,shunt reactor,power motor,G01,0.25
4a4c26b39b678a9b,shunt reactor,power reactor,G01,0.5
104afe3ced43d617,shunt reactor,power system,G01,0.25
151ad43735cf9d29,shunt reactor,reactance,G01,0.5
9ba804b64486eb16,shunt reactor,reactor,G01,0.5
adab152c5710c101,shunt reactor,reactor flux,G01,0
20c954d5f80bcd06,shunt reactor,reactor java,G01,0
f7555abd23708438,shunt reactor,reactor netty,G01,0
0825dae34d62cb56,shunt reactor,serial reactor,G01,0.5
5feab2972dfae6ce,shunt reactor,series dynamic reactance,G01,0.25
15efd1cc1c1eca26,shunt reactor,series reactor mode,G01,0.25
e95ac09ec9e03d96,shunt reactor,shunt conducts fluid,G01,0.25
d5f2be5b0544739a,shunt reactor,shunt in brain,G01,0
f15da7650b40c84a,shunt reactor,shunt trip,G01,0
3d5d8cebf02546c7,shunt reactor,similarity calculation unit,G01,0.5
963e76d93e1ef392,shunt reactor,transformer,G01,0.25
001d7c2841c3ca93,shunt reactor,variable shunt reactor,G01,0.5
2457bac49e733342,shunt reactor,winding,G01,0.5
6bf38a13ba248601,shunt reactor,chemical reactor,H01,0
28bbc0fa7818ef74,shunt reactor,compensation capacitor,H01,0.25
98c4d42a7c66ca83,shunt reactor,control means,H01,0.25
5856c5c6dc687095,shunt reactor,direct current,H01,0.25
491f9b676fc3f179,shunt reactor,dry type core shunt reactor,H01,0.5
77ee768a37a17372,shunt reactor,electric shunt inductor,H01,0.5
5134df0d2f93ff7c,shunt reactor,high voltage,H01,0.25
28e7f06b6e6c5ae7,shunt reactor,high voltage distribution,H01,0.5
9ae979403138a50f,shunt reactor,motor rider,H01,0
5d305e60cf938e62,shunt reactor,reactive power,H01,0.25
c37a8a296555172d,shunt reactor,reactor,H01,0.5
6b586c83117f3dc6,shunt reactor,reactor means,H01,0.5
4ea0042d47c8d18f,shunt reactor,reactor pattern,H01,0
2583d30c21432837,shunt reactor,reactor scale,H01,0
ba92e96632bcc580,shunt reactor,reactor transformer,H01,0.75
5556413e789b6863,shunt reactor,reactors,H01,0.5
f05a6fac6a8d403b,shunt reactor,shunt system,H01,0.5
1ad73f08e3eff8cd,shunt reactor,shunt vessels,H01,0
be5ffbe7d968cb5f,shunt reactor,transformer,H01,0.5
b2004d44ad0252de,shunt reactor,transmission networks,H01,0.25
2d79506ad8c28d90,shunt reactor,voltage controller,H01,0.25
478c5ff3777f4d02,shunt reactor,fuse,H02,0.25
e353ce7d0aa453e6,shunt reactor,load,H02,0.5
635b3a001ea7c028,shunt reactor,reactors,H02,0.5
e8f3dc66c5989aae,shunt reactor,shunt reactors,H02,1
5701931482ce39e3,shunt reactor,shunts,H02,0.5
ddfbb8695c33db85,signal generating compound,acid generating compound,C07,0.25
12e0cd05e8aa7291,signal generating compound,antibody,C07,0.25
81f616d05fecda2c,signal generating compound,antibody labeled label,C07,0.25
d7305d832713b9dd,signal generating compound,antibody labelled label,C07,0.25
0a6ce4c7d83161cb,signal generating compound,carrier,C07,0.25
a8cbc27f54319bbc,signal generating compound,carrier agent,C07,0.25
433eb3a57e0ed2c6,signal generating compound,carrier molecule,C07,0.25
20632016cd5ccbe5,signal generating compound,charge generating compound,C07,0.5
7fc5f60e74edfcf3,signal generating compound,chemiluminescent compound,C07,0.5
417d2dcf58c4f3be,signal generating compound,chromogen,C07,0.5
637ce9f1a35af1cc,signal generating compound,chromogenic agent,C07,0.5
0b3660f957f6039b,signal generating compound,chromogenic substrate,C07,0.5
96665d26b8e31966,signal generating compound,colour,C07,0.25
2d8fb00dfdffc2e8,signal generating compound,compound signal,C07,0.5
fb8e9d3ec2653341,signal generating compound,cotton,C07,0
0ce8dcfd7adac8cd,signal generating compound,detectable substrate,C07,0.5
4fe31909cab18671,signal generating compound,dye,C07,0.25
6de19855ea072ea1,signal generating compound,energy,C07,0.25
ae4ae2a0a31fb254,signal generating compound,fluorescent component,C07,0.5
06b3308c3eda1a47,signal generating compound,gas generating compound,C07,0.5
11d5e69fd830266c,signal generating compound,generating compound,C07,0.5
3240ba10eec541f0,signal generating compound,inorganic compound,C07,0
c90a6e879f0a3585,signal generating compound,insulation,C07,0
ea1664513a27c874,signal generating compound,label,C07,0.5
3eb9fb5c46870988,signal generating compound,labeled antibody,C07,0.5
eb5cea5ab814c5be,signal generating compound,labeled label,C07,0.25
65828e91e995a71f,signal generating compound,labeled label antibody,C07,0.5
43a9c3119a2fbbd6,signal generating compound,labelled antibody,C07,0.5
ff476fcbaea5d0ac,signal generating compound,labelled label,C07,0.5
7f08ef450bba28b3,signal generating compound,light emitting,C07,0.25
ebffe5c5efb0915e,signal generating compound,luminescent compound,C07,0.5
7e375528d85612ce,signal generating compound,material science,C07,0
95e96d89289cfbd6,signal generating compound,metal component,C07,0
bdfe5e41a0f22bc1,signal generating compound,phosphorescent material,C07,0.5
e0d88c9c19df1b35,signal generating compound,radiation,C07,0.25
97dee6806304b5ce,signal generating compound,radioactive element,C07,0.5
cea2e53fca7c1853,signal generating compound,radiolabeled compounds,C07,0.5
0623cb8e82120f18,signal generating compound,reporter,C07,0.25
28031d1fde97d38a,signal generating compound,reporter agent,C07,0.5
30857ed9e713a64b,signal generating compound,reporter antibody,C07,0.5
939456437a31b7f3,signal generating compound,reporter label,C07,0.5
a39d0a0ae1dc2a0e,signal generating compound,reporter label antibody,C07,0.5
07374845b3551592,signal generating compound,reporter molecule,C07,0.5
53983ba6d472ee9e,signal generating compound,signal,C07,0.25
79b80a6c4d06f677,signal generating compound,tagged compound,C07,0.5
fdc77e95a28b9831,signal generating compound,telescope,C07,0
7764d30db1707a47,signal sender,acknowledgement,H01,0.25
88d696756842c05f,signal sender,cable,H01,0.25
d86e159db03378eb,signal sender,central receiver unit,H01,0.5
047dfe370ffa1e73,signal sender,circuit,H01,0.25
34d4e052ce92bab9,signal sender,communication,H01,0.5
927a67e122a42363,signal sender,dispatch signal,H01,0.5
78a518d57c745477,signal sender,emission test,H01,0
6e82e0c61f929f19,signal sender,optical signal,H01,0.25
232b506a7b15d5eb,signal sender,optical source,H01,0.25
f921fb3d7fe71b71,signal sender,parcel dispatch,H01,0
a5306f8ec63abbb3,signal sender,photonic signal,H01,0.25
9259f4ab9eaa2e7d,signal sender,photonic source,H01,0.25
441a75ed2aa8b852,signal sender,post sender,H01,0
a67bada051305e2e,signal sender,radio,H01,0.25
7f56a6ca6b408e91,signal sender,radiowave sender,H01,0.5
9da34b54f17ace44,signal sender,remote device,H01,0.25
67d50857c2233c9d,signal sender,send off,H01,0
180cf15a6f7d2834,signal sender,signal,H01,0.5
32fd960fff2b8cb1,signal sender,signal emitter,H01,0.75
c109103e2adbaa1d,signal sender,signal generator,H01,0.5
62a49cfdeff8cac6,signal sender,signal source,H01,0.5
eefc2b3cdaea84e6,signal sender,signal transmission device,H01,0.5
57c270ebfbba029c,signal sender,signal transmission transmitter,H01,0.5
024af141ef8a77cc,signal sender,signal transmitter,H01,0.75
de3faf52007ad080,signal sender,signal transmitter device,H01,0.5
0a89faac3e2de6a9,signal sender,signal transmitter unit,H01,0.75
13bf84e2c717462e,signal sender,signal transmitting generator,H01,0.5
fc5ff7c49f673867,signal sender,signal transmitting transmitter,H01,0.5
d574da4fe29d251b,signal sender,signals emitter,H01,0.5
6e3b7cd4a2242338,signal sender,signals transmitter,H01,0.75
9b2aa905e2d30491,signal sender,traffic signal,H01,0
a6631a164b691cbf,signal sender,transmission device,H01,0.5
7534a00adb666196,signal sender,transmission generator,H01,0.5
c3aa7c391f544a0d,signal sender,transmit disease,H01,0
28e4ec8db3fb2a3c,signal sender,transmitter,H01,0.5
c0c4209ece10cfd7,signal sender,transmitter device,H01,0.5
88fd820be8d264e2,signal sender,transreceiver,H01,0.25
901acd575a5bcfcd,signal sender,unit,H01,0
7b516ab44b8fa511,signal sender,wireless electromagnetic signal,H01,0.5
0f18310b4886f1e1,silicide formation,antibody complex formation,B01,0
18b6011e18b8e136,silicide formation,baking products,B01,0
141dae0e51158055,silicide formation,carbides,B01,0.25
c7987fa261ccfac1,silicide formation,deposition,B01,0.25
15bd5e13a940334d,silicide formation,electropositive elements,B01,0.25
6499d81c3b783fb6,silicide formation,forming numbers,B01,0
e184a9eaae5339ad,silicide formation,growth,B01,0.25
14bd997c0b08a51e,silicide formation,integrated circuits,B01,0.25
d30f6ee353eff3da,silicide formation,metal,B01,0.25
1f681b774c6d4ab6,silicide formation,phase,B01,0.25
e4d858f68e384b25,silicide formation,precipitation,B01,0
88a7488d938e2f75,silicide formation,refractory metal silicides,B01,0.5
ed40a2214f14fa6b,silicide formation,saliva formation,B01,0
6296f98dd33b2893,silicide formation,silicide layer,B01,0.5
ace06531a8e83531,silicide formation,silicon compound,B01,0.25
44f69c3c53cebe0b,silicide formation,silicon with electropositive elements,B01,0.5
73a36c29a46c5b7b,silicide formation,soil formation process,B01,0
db41a13dd024a8b8,silicide formation,srsi2,B01,0.5
a6659555e1f2a66b,silicide formation,thin transition metal layer deposition,B01,0.5
4c71c96fa2636f51,silicide formation,thsi2,B01,0.5
d581474e8444aa4f,silicide formation,transistors,B01,0.25
bb2c1a583260070c,silicide formation,u3si2,B01,0.5
992a76dbd1cf91cc,silicide formation,vcrmn3si,B01,0.5
03c514ffdc3d0a78,siloxane based,examples siloxane,A01,0.5
bd091cf9e1fcb931,siloxane based,silicone,A01,0.5
ce59fd78be43e086,siloxane based,silicone siloxane,A01,0.5
12c764d49638fdb5,siloxane based,siloxane,A01,0.75
1bc943f9c95181cc,siloxane based,siloxane based resin,A01,0.5
0dd3a9d59894a370,siloxane based,similar,A01,0.25
7b3512a80273d6b4,siloxane based,crosslink silicone,A61,0.5
03dedb9ac665355e,siloxane based,crosslink siloxane,A61,0.5
dbe8c957419ff559,siloxane based,poly silicone,A61,0.5
e15adbf227c49a5b,siloxane based,silicone,A61,0.5
46baa56d239effea,siloxane based,siloxane,A61,0.5
b535285e764ab890,siloxane based,thermoplastic,A61,0.25
9cabc41fa063b08d,siloxane based,copolymers,C04,0.25
f2cf8f59efb2273e,siloxane based,dimethicone based,C04,0.5
4a400d6d6273b0bd,siloxane based,dream based,C04,0
1cb9aa93c9325638,siloxane based,homopolymers,C04,0.25
c365c9a7b39c45bb,siloxane based,idea based,C04,0
c827d00cdb284299,siloxane based,imagination based,C04,0
f5586d4a90baf0c7,siloxane based,polydimethylsiloxane,C04,0.5
4225dea79bde391d,siloxane based,polymers,C04,0.25
2af2812e07b163bc,siloxane based,polysiloxane base,C04,0.75
708dab55ab9e64a3,siloxane based,polysiloxane based,C04,0.75
fc29bcffd8a6fe24,siloxane based,saline,C04,0
34a51947f744ab5f,siloxane based,saliva,C04,0
870a69abfd902c97,siloxane based,silane siloxane hybrid sealer,C04,0.25
f3de4ffbc8551b6f,siloxane based,silicon based,C04,0.5
92edb234d1575c4b,siloxane based,silicon valley based,C04,0
a32a74b2036786d1,siloxane based,silicone,C04,0.5
894c7f8a4522bbad,siloxane based,silicone based,C04,0.5
2be04b691c6ed54d,siloxane based,siloxane based surfactants,C04,0.5
e01788398e7d5d89,siloxane based,siloxane concrete,C04,0.5
0dfc3dc51683ec89,siloxane based,amine,C08,0.25
d822129a32000dec,siloxane based,blend,C08,0.25
d06e3e90a790d22b,siloxane based,crosslink,C08,0.25
baafb7620bac8377,siloxane based,decamethylcyclopentasiloxane based,C08,0.5
cf4471c9c1c77d77,siloxane based,dimethecone based,C08,0.5
420c4485754ecf61,siloxane based,elastomers,C08,0.25
32741fd5ad694759,siloxane based,ether,C08,0.25
ed57eb479b0d3676,siloxane based,imagination based story,C08,0
62b2927475a25157,siloxane based,macromolecules,C08,0.25
65643074c8819b3b,siloxane based,mixture,C08,0.25
61ba66d63b04eac7,siloxane based,polydimethylsiloxane,C08,0.5
e6aa4e31ba35b539,siloxane based,polydimethylsiloxane based,C08,0.5
48b71136a13906f2,siloxane based,polymers,C08,0.25
9b5b29017c20933b,siloxane based,polysiloxane base,C08,0.75
20313be21f3bbf4a,siloxane based,polysiloxane based,C08,0.75
aa26a6d98f51c58c,siloxane based,resin,C08,0.25
29210b78b38f8a72,siloxane based,saline,C08,0
3402cdf9c4e41b06,siloxane based,saliva,C08,0
6dc7f40a300ebb5d,siloxane based,silane siloxane hybrid sealer,C08,0.25
fa6c0d72366d4386,siloxane based,silicon based polymer based,C08,0.5
bb50841281c2c387,siloxane based,silicon valley based,C08,0
6cb1210e9b28698c,siloxane based,silicone,C08,0.5
9db44d1d24342c88,siloxane based,silicone base,C08,0.5
2aeff2a80d319fc2,siloxane based,silicone based,C08,0.75
2414001a1b975da6,siloxane based,silicone based functional group,C08,0.5
3b3987c80c382858,siloxane based,silicone containing,C08,0.75
a2ad78b5408837dc,siloxane based,silicone siloxane based,C08,0.75
4ce640f7f7952da1,siloxane based,silicone siloxane containing,C08,0.75
64121ae8d00f3d82,siloxane based,siloxane,C08,0.5
9d34d7df31d6f38e,siloxane based,siloxane base,C08,1
7cdbf95fdb2dcc7c,siloxane based,siloxane based resin,C08,0.5
9e133c7cb897abc5,siloxane based,siloxane based surfactants,C08,0.5
51fe385f59fe953a,siloxane based,siloxane concrete,C08,0.5
9e49930b96e597c6,siloxane based,siloxane containing,C08,0.75
91b8bb020a4e8a05,siloxane based,thermoplastic,C08,0.25
bad6bf7c669f8bb8,siloxane based,town based,C08,0
1151ba4c69476828,siloxane based,village based,C08,0
a3f8ca42a8090e42,siloxane based,anionic,D06,0.25
0342d63e04840287,siloxane based,cationic,D06,0.25
634cc5ea3ec21ec0,siloxane based,fatty anionic,D06,0.25
bbdacfc49d8b78a5,siloxane based,non anionic,D06,0.25
9059ddd619cc9880,siloxane based,non ionic,D06,0.25
7a08572a98bb296e,siloxane based,silicone,D06,0.75
fd440930aaa8d90c,siloxane based,siloxane,D06,0.5
e32aa75d97869a4b,similar absorbent,absorb liquid,A47,0.5
800d6f5ae8eb0bfe,similar absorbent,absorbing gel,A47,0.5
969dd840335b0c69,similar absorbent,absorptive material,A47,0.5
22e0636ffab9f56c,similar absorbent,abstract pictures,A47,0
12735165fe8ab04b,similar absorbent,impermeable material,A47,0.25
e4f4c0126ec82cb5,similar absorbent,natural adsorbent,A47,0.25
161abab119f9c3aa,similar absorbent,non penetrable material,A47,0.25
45a74e0dee8b2641,similar absorbent,non soaking material,A47,0.25
679c974417a74831,similar absorbent,penetrable material,A47,0.5
3cff765e30436679,similar absorbent,permeable material,A47,0.5
20cafb43d0e316dc,similar absorbent,same material,A47,0.25
bc7046c766fd56b5,similar absorbent,similar absorbent material,A47,0.75
917519954ce88126,similar absorbent,similar book,A47,0
88b626878af5484d,similar absorbent,similar colour,A47,0
248f6f605e3a64a4,similar absorbent,similar culture,A47,0
770ed76af30bbdf3,similar absorbent,similar sponge,A47,0.5
9389be57c28835f8,similar absorbent,similar triangles,A47,0
d1d009a996a890e1,similar absorbent,similarity score,A47,0
c610a837af440e25,similar absorbent,soaking material,A47,0.5
2fc4998374aedab4,similar absorbent,superabsorbent polymer,A47,0.5
1a5ab019252ae4bb,similar absorbent,water level,A47,0.25
82632a1c99b407cc,single pumping chamber,blood pumping chamber,F04,0
150b94c7bbb82fff,single pumping chamber,chamber bricks,F04,0
9d91c869d32086a2,single pumping chamber,coaxial magnetic coupling,F04,0.25
65c4c0ca310be0e1,single pumping chamber,diaphragm of the single pumping chamber,F04,0.5
fddf2693f0688ee7,single pumping chamber,fluid delivery arrangement,F04,0.5
1755f4ceaacd74ac,single pumping chamber,fluid pumping mechanism,F04,0.5
8878c4b0d278d5a6,single pumping chamber,inlet chamber,F04,0.25
d604664b91cd81b8,single pumping chamber,positive displacement piston,F04,0.5
5830483ef7590345,single pumping chamber,pumping chamber,F04,0.5
019c17da876dd382,single pumping chamber,pumpkin patch,F04,0
e0d98352c67039b8,single pumping chamber,reservoir chamber,F04,0.25
f98075165617b3ff,single pumping chamber,single chamber,F04,0.5
b13039a9d53f30a2,single pumping chamber,single combustion chamber,F04,0.5
1a9866200655ee3c,single pumping chamber,single pumping,F04,0.5
127b6c32652cb1fd,single pumping chamber,single pumping chamber,F04,1
dc2e6af75ddf692e,single pumping chamber,single pumping chamber outlet port,F04,0.5
a7b149d9aa0aab95,single pumping chamber,single pumping mechanism,F04,0.5
6659812c16a9db60,single pumping chamber,single speed,F04,0
7d1a7741711fc5da,single pumping chamber,single vacuum chamber,F04,0.5
ca2e792c0c3f7a48,single pumping chamber,single wire protocol,F04,0
7262782396de37e5,single pumping chamber,single wireless earbuds,F04,0
669d89fd6b04c29b,single pumping chamber,valves having different frequencies,F04,0.25
b86c3750fc335b91,single pumping chamber,variable output gerotor,F04,0.25
7fd57aa230c4e8a5,sleeve upper,base sleeve,A47,0.25
ef198dbe58afa20b,sleeve upper,bottom most sleeve,A47,0.25
2081dd2fecb7a31f,sleeve upper,bottom sleeve,A47,0.25
e17789155ba71f0e,sleeve upper,collar upper,A47,0.5
380c54ce9625582f,sleeve upper,cylindrical body,A47,0.25
0522f6f23b79ec88,sleeve upper,elongated shaft,A47,0.25
99271c212080c48b,sleeve upper,sleeve lower,A47,0.25
9551b577e55b8696,sleeve upper,sleeveless housing,A47,0.25
a6c9048ffbd12d0a,sleeve upper,sleeveless top,A47,0
3de61ff377373df4,sleeve upper,top flanges,A47,0.5
e4db039390cea3ff,sleeve upper,top sleeve,A47,0.75
28c9185660b852ac,sleeve upper,topmost sleeve,A47,0.5
9eb9683290a0c188,sleeve upper,upmost sleeve,A47,0.5
17d7f33426113e4f,sleeve upper,upper base,A47,0
24af6b6e3b130cfa,sleeve upper,upper body,A47,0.5
aece8877fd5dfb63,sleeve upper,upper case,A47,0
bca4fb5baef8af2b,sleeve upper,upper hill,A47,0
70259e69cdfb8d76,sleeve upper,upper room,A47,0
0c378bb24e9d5814,sleeve upper,upper sleeve,A47,1
bb9e4070212b8e91,sleeve upper,upper sleeve portion,A47,0.5
e017559a330fd43d,sleeve upper,upper sleeves,A47,0.75
005a55452e175cff,sleeve upper,upper thorax,A47,0
f840c23106cc1579,sleeve upper,uppermost,A47,0.5
5b2887c2468e9994,slip segment,anti slip segment,B22,0.25
97f9178293602cda,slip segment,body segments of insects,B22,0
008306d0f6ebdd11,slip segment,composite,B22,0.25
50ff2fb2fb76b8cf,slip segment,composite material,B22,0.25
27c97f4d05edc2ff,slip segment,composite member,B22,0.25
40389919a505a9c4,slip segment,connecting material,B22,0.25
284a955d4cf217fe,slip segment,connecting member,B22,0.25
1fb9779fad53e1eb,slip segment,inert anode,B22,0.25
f1b820b4ca208b9b,slip segment,mandrels,B22,0.25
d47ca821934a87c7,slip segment,nano copper particle,B22,0.25
6a18b28d46864ab4,slip segment,segment,B22,0.5
c2a652685a0360f1,slip segment,segment fracture,B22,0
3d270ca703da04da,slip segment,segment segments,B22,0.5
9d7dca6d41ccad16,slip segment,slices,B22,0.5
7006fa0cd1135ba1,slip segment,slip,B22,0.5
8da95d5bde1ab34b,slip segment,slip ball,B22,0
b2bfb6deb5c2f437,slip segment,slip body,B22,0.5
b7235fadcd13c9b9,slip segment,slip collar,B22,0
7bf0aafc76ee5adc,slip segment,slip components,B22,0.75
a78e072ef4ee6df9,slip segment,slip gauge,B22,0
90771034474f7b9d,slip segment,slip on shoes for men,B22,0
dd446e75a7ec93cf,slip segment,slip part,B22,0.75
98e6cbdc48e095a3,slip segment,slip piece,B22,0.75
b9fdc772bb8fd61c,slip segment,slip portion,B22,0.75
6148cf90f6a71f0f,slip segment,slip section,B22,0.75
350fe8408b4a4acd,slip segment,slip segments,B22,1
f22f0d8934bd6a5d,slip segment,slip teeth segments,B22,0.5
4bd5462081d7e476,slip segment,slips,B22,0.5
d02ec8a2138b087f,slip segment,slips segment,B22,1
54304dee264db208,slip segment,tubular pipe,B22,0.25
74f4c06cd335eafe,slip segment,whole part,B22,0.25
0d3c87efd033d832,slip segment,respective slip segment,E21,0.75
809c2fac892d1cf2,slip segment,respective slip segments,E21,0.75
47d0842f8d20f1c2,slip segment,segment,E21,0.5
9adeadecde6db35c,slip segment,segments,E21,0.5
253dc95a8687d79d,slip segment,slip,E21,0.5
42880bc675af6e37,slip segment,slip segments,E21,1
5f002a239f5054b3,slip segment,slips segment,E21,1
22af9c882d0b9b12,slip segment,slips segments,E21,1
3da67081802de435,slip segment,segment,F16,0.5
5ac33fb0015dfcb4,slip segment,slip,F16,0.5
8c66eddb5d37456d,slip segment,slip segments,F16,1
296dacbe09f6955f,slip segment,slips segment,F16,1
17314ff38c797da0,slip segment,building expander,H01,0
ab2ee47df10ca36d,slip segment,chemical element,H01,0
68b3aecc55f69fef,slip segment,clamping,H01,0.5
1c91a6cb9f524160,slip segment,coupling collet,H01,0.25
4f4ba12fbb018959,slip segment,electrical joints,H01,0.25
a0b031b474c440f3,slip segment,electronics circuit,H01,0.25
a465329ff2da570d,slip segment,layers,H01,0.5
9bc55da01e8146cc,slip segment,non slip segment,H01,0.25
f7524957c06d3aa3,slip segment,ramped outer surface,H01,0.5
9d07ad97a11e4dbd,slip segment,seal protector,H01,0.25
449a49b7bb488687,slip segment,sleeve exterior surface,H01,0.5
614c61b23b9465c8,slip segment,slip bill,H01,0
077178d0e58b3ca3,slip segment,slip element,H01,0.75
01593313bce8c1d9,slip segment,slip velocity,H01,0
c7e2f26b22e4dc11,slip segment,slippery surface,H01,0
5992483a58e2462d,slip segment,surf surface,H01,0
998838127d9fe9ca,slip segment,wedge surface,H01,0.25
d1eb922504ea5a75,slot open,area to enter,A61,0.25
13223f3f03af66eb,slot open,body,A61,0.25
3a7e0daeb7b3a61b,slot open,channel open,A61,0.5
7ae514bd6f7ace53,slot open,define open slot,A61,0.5
3410ff7f592c6244,slot open,groove open,A61,0.5
0dbadd742d2fb703,slot open,needle,A61,0.25
f8d23053189a66d3,slot open,notch open,A61,0.5
d6d2f6f498b0965b,slot open,open,A61,0.5
bdeb5eb678840711,slot open,open area,A61,0.25
d0cd7bc4d128f264,slot open,open book,A61,0
05997ce4b2d8bd70,slot open,open bottle,A61,0
3ed1a34cbd8fff5c,slot open,open cast,A61,0
0597ff877a157c38,slot open,open door,A61,0
16c739c2576942d1,slot open,open end slot,A61,0.5
d03823f0bf0c73bf,slot open,open ended slot,A61,0.5
e117c5a7930c33b9,slot open,open house,A61,0
3f2d99dd2729da4c,slot open,open slot,A61,1
24a15d5f9735fc12,slot open,position,A61,0.25
b42dacaab70eedae,slot open,recess open,A61,0.5
9ed670bc8eb15c24,slot open,slot notifier,A61,0
09ded02865b56263,slot open,slot open section,A61,0.5
5bf51ed6b678ef0c,slot open,slot open up,A61,0.75
58666f81b7e60ec2,slot open,slot opened,A61,1
ad7e0d56897281c6,slot open,slot opening,A61,1
1205f0a29ff3789c,slot open,slot tip open,A61,0.5
f94b030cc96fc255,slot open,slots open,A61,1
cb9c37ac7116bd71,slot open,air surface,C22,0.25
1e3abc29ca0cd644,slot open,body,C22,0.25
43c35007ac33d137,slot open,define open slot,C22,0.75
7d62ce691270bc58,slot open,edge area,C22,0.25
5ffea2f665e8d466,slot open,needle,C22,0.25
e0fb1419bcad8407,slot open,open area,C22,0.25
e0b5820cd656f7b9,slot open,open book,C22,0
6030b7b358132cac,slot open,open bottle,C22,0
d4f40bbc335accaa,slot open,open cast,C22,0
f0f845e1017e2df3,slot open,open channel,C22,0.5
1389421de0e074a4,slot open,open college,C22,0
282a0eae6d9440ec,slot open,open end slot,C22,0.5
bff6873412c415ec,slot open,open ended slot,C22,0.5
